name                                                                                                 linker               end_to_end           contour              MPP                  SDP                  y_length             side_chain           a                    b                    label(15)            
dimer_3C_body-6_body-2                                                                               0.4331990498594709   9.1019               14.4342              0.3633               1.9992               7.3763               0                    1                    1                    1                    
dimer_3C_body-6_body-3                                                                               0.4331990498594709   9.4017               15.2151              0.4016               2.1102               7.6579               0                    1                    0                    1                    
dimer_3C_body-6_body-8                                                                               0.4331990498594709   11.5826              17.9746              0.3263               2.0999               9.3731               0                    1                    0                    1                    
dimer_3C_body-6_body-9                                                                               0.4331990498594709   11.5190              18.7578              0.3804               2.2606               9.5411               0                    1                    0                    1                    
dimer_3C_body-6_body-10                                                                              0.4331990498594709   11.9052              17.1724              0.3344               2.3588               10.3423              0                    1                    1                    1                    
dimer_3C_body-6_body-11                                                                              0.4331990498594709   11.4349              15.8463              0.2164               1.9446               10.3790              0                    1                    1                    1                    
dimer_3C_body-6_body-12                                                                              0.4331990498594709   9.9185               15.9457              0.3374               2.3667               8.1527               0                    1                    1                    1                    
dimer_3C_body-7_body-7                                                                               0.4331990498594709   8.7591               13.0017              0.2585               1.6742               7.0596               0                    1                    1                    1                    
dimer_3C_body-7_body-11                                                                              0.4331990498594709   9.7726               14.4041              0.2872               2.0954               7.8751               0                    1                    1                    1                    
dimer_3C_body-4_body-1                                                                               0.4331990498594709   9.6212               15.2819              0.2284               1.7370               7.8160               0                    1                    0                    1                    
dimer_3C_body-4_body-14                                                                              0.4331990498594709   13.4501              19.5531              0.2246               1.8623               10.4664              0                    1                    1                    1                    
dimer_3C_body-4_body-15                                                                              0.4331990498594709   13.6590              20.2607              0.2925               2.1368               10.8419              0                    1                    0                    1                    
dimer_3C_body-4_body-16                                                                              0.4331990498594709   17.3796              24.3704              0.2807               2.2245               13.5083              0                    1                    0                    1                    
dimer_3C_body-4_body-13                                                                              0.4331990498594709   13.7802              19.7544              0.2123               1.9008               10.6774              0                    1                    0                    1                    
dimer_3C_body-4_body-6                                                                               0.4331990498594709   9.6515               15.1715              0.1931               1.6319               7.7302               0                    1                    1                    1                    
dimer_3C_body-4_body-7                                                                               0.4331990498594709   8.8647               13.7627              0.2749               1.7850               7.5629               0                    1                    1                    1                    
dimer_3C_body-4_body-4                                                                               0.4331990498594709   9.2774               14.5554              0.3074               1.8775               7.9898               0                    1                    1                    1                    
dimer_3C_body-4_body-5                                                                               0.4331990498594709   8.5826               13.7943              0.3439               1.9882               7.0255               0                    1                    1                    1                    
dimer_3C_body-4_body-2                                                                               0.4331990498594709   9.0605               13.7713              0.2164               1.6457               7.6663               0                    1                    1                    1                    
dimer_3C_body-4_body-3                                                                               0.4331990498594709   9.3940               14.5595              0.2309               1.6941               7.8276               0                    1                    0                    2                    
dimer_3C_body-4_body-8                                                                               0.4331990498594709   11.3952              17.2566              0.2518               1.9084               9.4343               0                    1                    0                    1                    
dimer_3C_body-4_body-9                                                                               0.4331990498594709   11.2722              18.1257              0.1503               1.4641               8.5598               0                    1                    0                    2                    
dimer_3C_body-4_body-10                                                                              0.4331990498594709   11.7311              16.4859              0.2160               1.8076               9.5150               0                    1                    1                    2                    
dimer_3C_body-4_body-11                                                                              0.4331990498594709   11.3167              15.2053              0.1213               1.4297               10.7922              0                    1                    1                    1                    
dimer_3C_body-4_body-12                                                                              0.4331990498594709   9.8987               15.2848              0.2439               1.9609               7.8635               0                    1                    1                    1                    
dimer_3C_body-5_body-1                                                                               0.4331990498594709   9.2698               14.5324              0.2719               1.8798               6.6343               0                    1                    0                    1                    
dimer_3C_body-5_body-14                                                                              0.4331990498594709   13.0251              18.7719              0.1949               1.8476               8.9187               0                    1                    1                    1                    
dimer_3C_body-5_body-15                                                                              0.4331990498594709   13.4284              19.4917              0.1714               1.7748               9.4699               0                    1                    0                    1                    
dimer_3C_body-5_body-16                                                                              0.4331990498594709   16.6343              23.6800              0.2638               2.1338               12.2702              0                    1                    0                    1                    
dimer_3C_body-5_body-13                                                                              0.4331990498594709   13.2641              18.9896              0.1751               1.8267               9.1649               0                    1                    0                    1                    
dimer_3C_body-5_body-6                                                                               0.4331990498594709   9.2252               14.4030              0.2397               1.7061               6.9019               0                    1                    1                    1                    
dimer_3C_body-5_body-7                                                                               0.4331990498594709   8.5258               13.0009              0.2270               1.6081               6.4409               0                    1                    1                    1                    
dimer_3C_body-5_body-4                                                                               0.4331990498594709   8.9610               13.7890              0.2185               1.5762               6.8294               0                    1                    1                    1                    
dimer_3C_body-5_body-5                                                                               0.4331990498594709   8.2716               13.0259              0.2868               1.8117               6.2913               0                    1                    1                    1                    
dimer_3C_body-5_body-2                                                                               0.4331990498594709   8.4683               13.0393              0.2431               1.6473               6.1105               0                    1                    1                    1                    
dimer_3C_body-5_body-3                                                                               0.4331990498594709   8.9053               13.7992              0.2659               1.7361               6.5889               0                    1                    0                    1                    
dimer_3C_body-5_body-8                                                                               0.4331990498594709   10.8635              16.5059              0.1704               1.6085               7.9090               0                    1                    0                    1                    
dimer_3C_body-5_body-9                                                                               0.4331990498594709   11.1680              17.3505              0.2721               1.9649               8.8155               0                    1                    0                    1                    
dimer_3C_body-5_body-10                                                                              0.4331990498594709   11.7604              15.7497              0.2034               1.8290               9.6995               0                    1                    1                    1                    
dimer_3C_body-5_body-11                                                                              0.4331990498594709   9.3289               14.4069              0.2426               1.8680               6.9865               0                    1                    1                    1                    
dimer_3C_body-5_body-12                                                                              0.4331990498594709   10.1406              14.5230              0.1509               1.5890               8.6773               0                    1                    1                    1                    
dimer_3C_body-2_body-1                                                                               0.4331990498594709   8.8638               14.5173              0.3197               1.9536               7.6877               0                    1                    0                    1                    
dimer_3C_body-2_body-16                                                                              0.4331990498594709   16.1334              23.8593              0.2997               2.5405               12.5003              0                    1                    0                    1                    
dimer_3C_body-2_body-13                                                                              0.4331990498594709   12.9993              18.9811              0.3193               2.3103               10.4533              0                    1                    0                    1                    
dimer_3C_body-2_body-6                                                                               0.4331990498594709   8.8368               14.4163              0.1703               1.5122               7.3380               0                    1                    1                    1                    
dimer_3C_body-2_body-7                                                                               0.4331990498594709   8.1461               13.0143              0.5277               2.2940               6.9457               0                    1                    1                    1                    
dimer_3C_body-2_body-4                                                                               0.4331990498594709   9.0533               13.7734              0.3578               2.0110               8.0914               0                    1                    1                    1                    
dimer_3C_body-2_body-5                                                                               0.4331990498594709   8.8519               13.0478              0.3502               1.9265               7.7353               0                    1                    1                    1                    
dimer_3C_body-2_body-2                                                                               0.4331990498594709   8.3532               13.0154              0.3086               1.8115               7.4621               0                    1                    1                    1                    
dimer_3C_body-2_body-3                                                                               0.4331990498594709   8.6128               13.7829              0.2808               1.8009               7.5971               0                    1                    0                    1                    
dimer_3C_body-2_body-8                                                                               0.4331990498594709   10.8823              16.5141              0.3666               2.1636               8.8900               0                    1                    0                    1                    
dimer_3C_body-2_body-9                                                                               0.4331990498594709   10.1339              17.3460              0.2480               1.9173               8.0994               0                    1                    0                    1                    
dimer_3C_body-2_body-10                                                                              0.4331990498594709   10.8960              15.7446              0.4593               2.5447               9.5250               0                    1                    1                    1                    
dimer_3C_body-2_body-11                                                                              0.4331990498594709   10.3894              14.4448              0.3025               2.2317               9.2747               0                    1                    1                    1                    
dimer_3C_body-2_body-12                                                                              0.4331990498594709   9.2808               14.5389              0.2175               1.7981               7.8346               0                    1                    1                    1                    
dimer_3C_body-3_body-1                                                                               0.4331990498594709   9.1482               15.3033              0.4788               2.3618               7.8357               0                    0                    0                    1                    
dimer_3C_body-3_body-14                                                                              0.4331990498594709   12.9414              19.5474              0.4782               2.7998               10.3052              0                    0                    1                    1                    
dimer_3C_body-3_body-15                                                                              0.4331990498594709   13.6247              20.2624              0.3978               2.5353               11.0296              0                    0                    0                    1                    
dimer_3C_body-3_body-16                                                                              0.4331990498594709   17.1430              24.6110              0.3407               2.6701               13.6433              0                    0                    0                    1                    
dimer_3C_body-3_body-13                                                                              0.4331990498594709   13.9494              19.7771              0.2990               2.2308               11.2253              0                    0                    0                    1                    
dimer_3C_body-3_body-6                                                                               0.4331990498594709   9.0701               15.1830              0.4532               2.3978               7.7666               0                    0                    1                    1                    
dimer_3C_body-3_body-7                                                                               0.4331990498594709   9.2068               13.7822              0.3695               2.0133               7.9331               0                    0                    1                    1                    
dimer_3C_body-3_body-4                                                                               0.4331990498594709   9.3827               14.5638              0.4105               2.1548               8.3567               0                    0                    1                    1                    
dimer_3C_body-3_body-5                                                                               0.4331990498594709   8.8419               13.8082              0.4308               2.1519               7.5657               0                    0                    1                    1                    
dimer_3C_body-3_body-2                                                                               0.4331990498594709   8.7421               13.7954              0.4262               2.1748               7.6778               0                    0                    1                    1                    
dimer_3C_body-3_body-3                                                                               0.4331990498594709   9.1496               14.5690              0.3875               2.0872               8.0955               0                    0                    0                    1                    
dimer_3C_body-3_body-8                                                                               0.4331990498594709   10.5881              17.4683              0.5204               2.6508               8.8265               0                    0                    0                    1                    
dimer_3C_body-3_body-9                                                                               0.4331990498594709   11.0041              18.1269              0.3683               2.2950               9.3589               0                    0                    0                    1                    
dimer_3C_body-3_body-10                                                                              0.4331990498594709   11.8371              16.5414              0.3600               2.2696               10.4552              0                    0                    1                    1                    
dimer_3C_body-3_body-11                                                                              0.4331990498594709   11.4472              15.2063              0.1574               1.6165               10.7285              0                    0                    1                    1                    
dimer_3C_body-3_body-12                                                                              0.4331990498594709   9.4956               15.3079              0.3619               2.4898               8.3560               0                    0                    1                    1                    
dimer_3C_body-8_body-1                                                                               0.4331990498594709   11.7757              18.1660              0.3913               2.2907               9.6551               0                    0                    0                    1                    
dimer_3C_body-8_body-14                                                                              0.4331990498594709   15.4450              22.3913              0.4173               2.7835               11.8090              0                    0                    1                    1                    
dimer_3C_body-8_body-15                                                                              0.4331990498594709   15.9791              23.0714              0.3958               2.6777               13.2410              0                    0                    0                    1                    
dimer_3C_body-8_body-16                                                                              0.4331990498594709   18.9747              27.0062              0.4802               2.8522               15.0997              0                    0                    0                    1                    
dimer_3C_body-8_body-13                                                                              0.4331990498594709   16.0342              22.6406              0.3628               2.5626               13.4160              0                    0                    0                    1                    
dimer_3C_body-8_body-6                                                                               0.4331990498594709   12.1173              18.0388              0.3533               2.1974               10.2326              0                    0                    1                    1                    
dimer_3C_body-8_body-7                                                                               0.4331990498594709   11.0693              16.6529              0.4304               2.3613               9.4947               0                    0                    1                    1                    
dimer_3C_body-8_body-4                                                                               0.4331990498594709   11.6237              17.4152              0.3633               2.1068               10.1029              0                    0                    1                    1                    
dimer_3C_body-8_body-5                                                                               0.4331990498594709   10.8971              16.6776              0.3975               2.3024               9.0816               0                    0                    1                    1                    
dimer_3C_body-8_body-2                                                                               0.4331990498594709   11.1321              16.6545              0.3754               2.2226               9.5599               0                    0                    1                    1                    
dimer_3C_body-8_body-3                                                                               0.4331990498594709   11.5016              17.3930              0.4208               2.2874               9.8313               0                    0                    0                    1                    
dimer_3C_body-8_body-8                                                                               0.4331990498594709   13.5098              20.1663              0.4260               2.5071               11.5024              0                    0                    0                    1                    
dimer_3C_body-8_body-9                                                                               0.4331990498594709   13.2365              20.9531              0.3649               2.2756               10.3611              0                    0                    0                    1                    
dimer_3C_body-8_body-10                                                                              0.4331990498594709   13.5372              19.3479              0.4291               2.6972               11.2200              0                    0                    1                    1                    
dimer_3C_body-8_body-11                                                                              0.4331990498594709   12.8271              18.0690              0.3218               2.4743               11.3515              0                    0                    1                    1                    
dimer_3C_body-8_body-12                                                                              0.4331990498594709   12.0225              18.1668              0.3760               2.4828               9.8543               0                    0                    1                    1                    
dimer_3C_body-9_body-1                                                                               0.4331990498594709   11.8595              18.8725              0.1639               1.5009               9.0876               0                    0                    0                    1                    
dimer_3C_body-9_body-14                                                                              0.4331990498594709   15.5245              23.0797              0.2070               1.9285               11.7741              0                    0                    1                    1                    
dimer_3C_body-9_body-15                                                                              0.4331990498594709   15.9366              23.8938              0.1905               1.8036               12.2539              0                    0                    0                    1                    
dimer_3C_body-9_body-16                                                                              0.4331990498594709   19.0930              27.9851              0.2976               2.4090               14.8486              0                    0                    0                    1                    
dimer_3C_body-9_body-13                                                                              0.4331990498594709   15.6155              23.2663              0.1915               1.8454               11.6140              0                    0                    0                    1                    
dimer_3C_body-9_body-6                                                                               0.4331990498594709   11.3658              18.7303              0.2230               1.7885               8.5632               0                    0                    1                    1                    
dimer_3C_body-9_body-7                                                                               0.4331990498594709   10.8133              17.3233              0.1912               1.6316               8.4440               0                    0                    1                    1                    
dimer_3C_body-9_body-4                                                                               0.4331990498594709   11.5405              18.0906              0.1930               1.6380               9.3365               0                    0                    1                    1                    
dimer_3C_body-9_body-5                                                                               0.4331990498594709   10.6833              17.3580              0.2611               1.7968               8.2794               0                    0                    1                    1                    
dimer_3C_body-9_body-2                                                                               0.4331990498594709   10.6578              17.3484              0.1956               1.6369               8.0322               0                    0                    1                    1                    
dimer_3C_body-9_body-3                                                                               0.4331990498594709   11.2468              18.1332              0.2202               1.7322               8.8708               0                    0                    0                    1                    
dimer_3C_body-9_body-8                                                                               0.4331990498594709   13.2541              20.9982              0.1974               1.6915               10.1651              0                    0                    0                    1                    
dimer_3C_body-9_body-9                                                                               0.4331990498594709   13.6562              21.6657              0.2682               1.9984               11.2923              0                    0                    0                    1                    
dimer_3C_body-9_body-10                                                                              0.4331990498594709   14.1775              20.0722              0.2091               1.8992               12.2823              0                    0                    1                    1                    
dimer_3C_body-9_body-11                                                                              0.4331990498594709   12.6239              18.7411              0.3418               2.3937               11.1772              0                    0                    1                    1                    
dimer_3C_body-9_body-12                                                                              0.4331990498594709   12.4174              18.8557              0.1814               1.7683               10.7049              0                    0                    1                    1                    
dimer_3C_body-10_body-1                                                                              0.4331990498594709   9.5970               15.3342              0.1471               1.5091               7.4759               0                    1                    0                    1                    
dimer_3C_body-10_body-14                                                                             0.4331990498594709   13.5607              19.5780              0.2759               2.2462               10.8018              0                    1                    1                    1                    
dimer_3C_body-10_body-15                                                                             0.4331990498594709   14.1868              20.2984              0.2797               2.2908               11.5488              0                    1                    0                    1                    
dimer_3C_body-10_body-16                                                                             0.4331990498594709   17.1525              24.6071              0.2378               2.1132               12.7879              0                    1                    0                    1                    
dimer_3C_body-10_body-13                                                                             0.4331990498594709   14.2768              19.7918              0.1634               1.7413               11.3781              0                    1                    0                    1                    
dimer_3C_body-10_body-6                                                                              0.4331990498594709   9.8382               15.2073              0.1150               1.4248               7.7088               0                    1                    1                    1                    
dimer_3C_body-10_body-7                                                                              0.4331990498594709   10.1205              13.8132              0.3579               2.4193               9.2061               0                    1                    1                    1                    
dimer_3C_body-10_body-4                                                                              0.4331990498594709   10.4082              14.5866              0.3417               2.3350               9.3701               0                    1                    1                    1                    
dimer_3C_body-10_body-5                                                                              0.4331990498594709   10.2214              13.8397              0.3582               2.4366               9.2097               0                    1                    1                    1                    
dimer_3C_body-10_body-2                                                                              0.4331990498594709   9.4849               13.8209              0.1143               1.4278               7.8551               0                    1                    1                    1                    
dimer_3C_body-10_body-3                                                                              0.4331990498594709   9.7112               14.6093              0.1135               1.3876               7.8997               0                    1                    0                    1                    
dimer_3C_body-10_body-8                                                                              0.4331990498594709   11.7058              17.3241              0.1420               1.5847               9.3514               0                    1                    0                    1                    
dimer_3C_body-10_body-9                                                                              0.4331990498594709   10.8658              18.1549              0.1403               1.5226               7.9631               0                    1                    0                    1                    
dimer_3C_body-10_body-10                                                                             0.4331990498594709   11.9470              16.5575              0.3815               2.7587               10.2150              0                    1                    1                    1                    
dimer_3C_body-10_body-11                                                                             0.4331990498594709   10.8142              15.2298              0.6269               2.9302               9.9236               0                    1                    1                    1                    
dimer_3C_body-10_body-12                                                                             0.4331990498594709   10.0183              15.3210              0.3499               2.2705               8.1071               0                    1                    1                    1                    
dimer_3C_body-11_body-1                                                                              0.4331990498594709   10.9796              15.9671              0.3861               2.3707               9.5145               0                    1                    0                    1                    
dimer_3C_body-11_body-14                                                                             0.4331990498594709   14.3843              20.1735              0.4267               2.8823               11.3992              0                    1                    1                    1                    
dimer_3C_body-11_body-15                                                                             0.4331990498594709   14.7014              20.8807              0.4339               2.9383               12.0096              0                    1                    0                    1                    
dimer_3C_body-11_body-16                                                                             0.4331990498594709   17.6130              24.9637              0.5972               3.3667               14.0630              0                    1                    0                    1                    
dimer_3C_body-11_body-13                                                                             0.4331990498594709   14.4830              20.3944              0.4042               2.8235               11.7773              0                    1                    0                    1                    
dimer_3C_body-11_body-6                                                                              0.4331990498594709   10.8944              15.8039              0.3973               2.4086               9.4759               0                    1                    1                    1                    
dimer_3C_body-11_body-7                                                                              0.4331990498594709   10.2176              14.3936              0.3787               2.2814               9.1092               0                    1                    1                    1                    
dimer_3C_body-11_body-4                                                                              0.4331990498594709   10.6614              15.1657              0.4124               2.3451               9.4924               0                    1                    1                    1                    
dimer_3C_body-11_body-5                                                                              0.4331990498594709   10.0525              14.4179              0.3876               2.3459               8.7308               0                    1                    1                    1                    
dimer_3C_body-11_body-2                                                                              0.4331990498594709   9.9377               14.4000              0.4085               2.4017               8.6958               0                    1                    1                    1                    
dimer_3C_body-11_body-3                                                                              0.4331990498594709   10.6308              15.1924              0.3771               2.3379               9.4751               0                    1                    0                    1                    
dimer_3C_body-11_body-8                                                                              0.4331990498594709   12.3060              17.8969              0.4234               2.6224               10.4398              0                    1                    0                    1                    
dimer_3C_body-11_body-9                                                                              0.4331990498594709   12.5044              18.7616              0.4323               2.6791               10.3654              0                    1                    0                    1                    
dimer_3C_body-11_body-10                                                                             0.4331990498594709   12.7523              17.1467              0.3823               2.6373               11.0646              0                    1                    1                    1                    
dimer_3C_body-11_body-11                                                                             0.4331990498594709   11.6526              15.8262              0.4849               2.8168               10.6485              0                    1                    1                    1                    
dimer_3C_body-11_body-12                                                                             0.4331990498594709   10.7315              15.9303              0.4708               2.7246               9.1216               0                    1                    1                    1                    
dimer_3C_body-12_body-1                                                                              0.4331990498594709   10.1352              16.0900              0.3293               2.0288               8.2365               0                    1                    0                    1                    
dimer_3C_body-12_body-14                                                                             0.4331990498594709   14.5369              20.2361              0.1766               1.7459               12.3750              0                    1                    1                    1                    
dimer_3C_body-12_body-15                                                                             0.4331990498594709   14.9590              20.9323              0.1901               1.8098               12.7993              0                    1                    0                    1                    
dimer_3C_body-12_body-16                                                                             0.4331990498594709   18.5630              25.4540              0.2466               2.2449               15.4773              0                    1                    0                    1                    
dimer_3C_body-12_body-13                                                                             0.4331990498594709   15.1576              20.5305              0.3477               2.1231               13.4273              0                    1                    0                    1                    
dimer_3C_body-12_body-6                                                                              0.4331990498594709   10.2416              15.9470              0.3409               2.0772               8.4579               0                    1                    1                    1                    
dimer_3C_body-12_body-7                                                                              0.4331990498594709   9.6391               14.5468              0.1636               1.5983               7.6726               0                    1                    1                    1                    
dimer_3C_body-12_body-4                                                                              0.4331990498594709   10.0801              15.3247              0.1688               1.5993               8.1645               0                    1                    1                    1                    
dimer_3C_body-12_body-5                                                                              0.4331990498594709   9.6767               14.5760              0.1982               1.7345               8.0760               0                    1                    1                    1                    
dimer_3C_body-12_body-2                                                                              0.4331990498594709   9.6113               14.5544              0.2138               1.7813               7.6526               0                    1                    1                    1                    
